"age","group","sex","raw"
8.1179,8.5,2,163
8.0121,8.5,2,145
8.3955,8.5,1,122
8.5778,8.5,2,148
8.8062,8.5,1,155
8.505,8.5,1,161
8.6188,8.5,2,157
8.2149,8.5,1,126
8.5923,8.5,1,139
8.0969,8.5,2,141
8.9213,8.5,1,141
8.5489,8.5,1,122
8.3054,8.5,2,173
8.368,8.5,2,164
8.13,8.5,1,159
8.1873,8.5,1,147
8.368,8.5,2,164
8.7568,8.5,1,152
8.883,8.5,1,165
8.0508,8.5,1,152
8.5486,8.5,1,183
8.8116,8.5,2,183
8.1766,8.5,2,136
8.9515,8.5,1,166
8.753,8.5,2,168
8.5678,8.5,1,123
8.5489,8.5,1,122
8.3325,8.5,1,140
8.9732,8.5,2,174
8.2917,8.5,1,160
8.3379,8.5,1,155
8.9456,8.5,2,170
8.7064,8.5,1,118
8.3105,8.5,2,136
8.3379,8.5,1,155
8.5819,8.5,2,189
8.193,8.5,2,144
8.1025,8.5,2,167
8.3315,8.5,2,130
8.9732,8.5,2,174
8.9158,8.5,1,168
8.8116,8.5,2,183
8.3543,8.5,1,142
8.7815,8.5,1,177
8.8033,8.5,1,170
8.0969,8.5,2,141
8.2614,8.5,2,172
8.3599,8.5,1,144
8.1875,8.5,1,168
8.6638,8.5,1,134
8.7568,8.5,1,152
8.1682,8.5,2,111
8.6517,8.5,1,142
8.3763,8.5,1,107
8.0013,8.5,2,174
8.6855,8.5,1,163
8.4848,8.5,1,116
8.5432,8.5,2,146
8.1274,8.5,1,156
8.7723,8.5,1,159
8.2666,8.5,2,171
8.9375,8.5,2,149
8.3954,8.5,1,123
8.5076,8.5,2,159
8.8801,8.5,1,149
8.5297,8.5,1,142
8.2013,8.5,2,111
8.6638,8.5,1,134
8.9803,8.5,1,124
8.4629,8.5,1,176
8.8363,8.5,2,140
8.6064,8.5,1,174
8.193,8.5,2,144
8.9731,8.5,1,161
8.7924,8.5,1,155
8.5984,8.5,2,187
8.3188,8.5,1,144
8.4363,8.5,2,96
8.0887,8.5,1,148
8.8023,8.5,2,138
8.4639,8.5,2,154
8.5843,8.5,2,177
8.6008,8.5,2,136
8.3188,8.5,1,144
8.9065,8.5,2,152
8.3096,8.5,2,148
8.2013,8.5,2,111
8.9952,8.5,1,184
8.2917,8.5,2,179
8.1847,8.5,1,152
8.3329,8.5,1,142
8.9694,8.5,1,154
8.8801,8.5,1,149
8.5432,8.5,2,146
8.7461,8.5,2,136
8.7678,8.5,1,139
8.1054,8.5,2,166
8.354,8.5,1,71
8.0809,8.5,1,166
8.7024,8.5,1,135
8.0121,8.5,2,145
8.6582,8.5,1,145
8.3096,8.5,2,148
8.2998,8.5,1,158
8.5213,8.5,2,142
8.7861,8.5,2,157
8.3681,8.5,1,174
8.5678,8.5,1,123
8.4611,8.5,2,148
8.4804,8.5,1,132
8.0342,8.5,2,168
8.5076,8.5,2,159
8.2422,8.5,2,130
8.815,8.5,1,140
8.7543,8.5,1,169
8.7045,8.5,1,145
8.1261,8.5,2,135
8.5079,8.5,2,157
8.1704,8.5,2,51
8.0725,8.5,2,184
8.6747,8.5,1,179
8.7861,8.5,2,157
8.8581,8.5,1,166
8.7815,8.5,1,177
8.5787,8.5,2,146
8.8023,8.5,2,138
8.8476,8.5,1,194
8.0042,8.5,2,143
8.9158,8.5,1,168
8.4204,8.5,2,183
8.9456,8.5,1,176
8.6529,8.5,1,194
8.5352,8.5,2,173
8.7749,8.5,1,151
8.6421,8.5,1,178
8.1242,8.5,1,153
8.4066,8.5,2,147
8.6007,8.5,1,165
8.6855,8.5,1,163
8.5819,8.5,2,189
8.7368,8.5,1,156
8.7045,8.5,1,145
8.1709,8.5,1,139
8.65,8.5,1,179
8.7403,8.5,1,144
8.5432,8.5,2,146
8.4066,8.5,2,147
8.9375,8.5,2,149
8.5708,8.5,2,161
8.5978,8.5,2,131
8.3243,8.5,1,138
8.0286,8.5,1,179
8.3489,8.5,2,132
8.984,8.5,2,160
8.9694,8.5,1,154
8.734,8.5,1,165
8.9021,8.5,1,154
8.5707,8.5,1,125
8.8606,8.5,1,185
8.1658,8.5,1,148
8.5162,8.5,2,151
8.0532,8.5,2,148
8.4191,8.5,2,144
8.5162,8.5,2,151
8.5232,8.5,2,127
8.4395,8.5,2,173
8.9051,8.5,1,152
8.6938,8.5,1,161
8.3105,8.5,2,136
8.9201,8.5,1,132
8.6938,8.5,1,161
8.9758,8.5,2,153
8.0342,8.5,2,168
8.5844,8.5,1,145
8.5352,8.5,2,173
8.1234,8.5,1,166
8.5708,8.5,1,171
8.3187,8.5,2,116
8.7678,8.5,1,139
8.6092,8.5,2,163
8.4888,8.5,2,176
8.3655,8.5,1,184
8.5763,8.5,2,76
8.3954,8.5,1,123
8.0973,8.5,1,121
8.5489,8.5,1,154
8.7403,8.5,2,178
8.85,8.5,2,170
8.9568,8.5,2,143
8.9375,8.5,2,126
8.0013,8.5,1,125
8.4447,8.5,1,173
8.3926,8.5,1,153
8.2258,8.5,1,125
8.0669,8.5,1,175
8.505,8.5,1,161
8.6695,8.5,1,154
8.1054,8.5,2,166
8.2945,8.5,1,155
8.2943,8.5,1,179
8.494,8.5,1,175
8.3489,8.5,2,132
8.16,8.5,1,158
8.7846,8.5,2,164
8.7831,8.5,1,179
8.8773,8.5,1,153
8.9213,8.5,1,141
8.5626,8.5,2,147
8.5352,8.5,2,173
8.1409,8.5,1,163
8.7064,8.5,1,118
8.3491,8.5,1,172
8.0887,8.5,1,148
8.7105,8.5,1,155
8.8606,8.5,1,185
8.7792,8.5,2,135
8.65,8.5,1,179
8.4283,8.5,1,164
8.6964,8.5,2,125
8.0809,8.5,1,166
8.0969,8.5,2,141
8.7792,8.5,2,135
8.9158,8.5,1,168
8.1409,8.5,1,163
8.5489,8.5,1,122
8.3105,8.5,2,136
8.7105,8.5,1,155
8.1875,8.5,1,168
8.0832,8.5,2,178
8.3681,8.5,2,159
8.5678,8.5,1,123
8.6938,8.5,1,161
8.8008,8.5,2,173
8.7403,8.5,2,178
9.8893,9.5,1,194
9.8043,9.5,2,192
9.8519,9.5,2,168
9.5155,9.5,2,151
9.2185,9.5,2,166
9.3567,9.5,2,163
9.7608,9.5,2,195
9.8536,9.5,2,181
9.7808,9.5,1,175
9.8713,9.5,1,130
9.0637,9.5,1,181
9.9368,9.5,1,125
9.2361,9.5,2,163
9.8604,9.5,2,154
9.696,9.5,1,176
9.6126,9.5,2,129
9.8767,9.5,2,120
9.8128,9.5,1,152
9.3445,9.5,1,160
9.6321,9.5,2,183
9.2185,9.5,1,163
9.8383,9.5,1,168
9.6895,9.5,2,166
9.5672,9.5,1,163
9.8766,9.5,2,152
9.4406,9.5,2,153
9.8986,9.5,2,166
9.8631,9.5,2,171
9.5636,9.5,2,180
9.6383,9.5,2,177
9.8046,9.5,1,186
9.2743,9.5,2,163
9.1073,9.5,2,178
9.2981,9.5,2,179
9.4877,9.5,2,152
9.124,9.5,1,143
9.5506,9.5,1,186
9.8522,9.5,1,165
9.6714,9.5,1,182
9.9424,9.5,1,160
9.2185,9.5,1,190
9.9368,9.5,2,188
9.2194,9.5,1,143
9.2966,9.5,1,151
9.0857,9.5,1,137
9.8631,9.5,2,171
9.0991,9.5,2,157
9.4577,9.5,1,158
9.6222,9.5,1,185
9.8769,9.5,1,156
9.2772,9.5,2,152
9.2225,9.5,1,166
9.1214,9.5,1,144
9.321,9.5,1,170
9.1322,9.5,1,170
9.4459,9.5,2,181
9.3116,9.5,1,191
9.7943,9.5,1,161
9.288,9.5,1,151
9.2185,9.5,2,159
9.0197,9.5,2,170
9.9423,9.5,2,178
9.3171,9.5,1,192
9.2167,9.5,2,156
9.8619,9.5,2,155
9.5703,9.5,1,156
9.0471,9.5,2,163
9.255,9.5,1,176
9.2773,9.5,1,176
9.8437,9.5,2,171
9.2225,9.5,1,166
9.2442,9.5,2,172
9.0061,9.5,2,140
9.6574,9.5,2,189
9.4057,9.5,1,184
9.4167,9.5,1,172
9.5507,9.5,1,164
9.0004,9.5,2,182
9.4056,9.5,2,157
9.3445,9.5,1,144
9.4906,9.5,1,149
9.2021,9.5,1,196
9.5977,9.5,1,143
9.102,9.5,1,130
9.4057,9.5,1,184
9.4797,9.5,2,120
9.8383,9.5,1,168
9.7071,9.5,1,184
9.5644,9.5,1,196
9.3756,9.5,1,168
9.4004,9.5,2,173
9.0061,9.5,2,140
9.5223,9.5,1,197
9.2661,9.5,2,138
9.0197,9.5,2,170
9.4577,9.5,1,158
9.2168,9.5,1,160
9.4333,9.5,2,175
9.0417,9.5,1,194
9.4877,9.5,2,152
9.2442,9.5,1,97
9.5059,9.5,1,184
9.057,9.5,2,148
9.8621,9.5,2,188
9.2198,9.5,1,180
9.225,9.5,1,158
9.8987,9.5,2,173
9.3372,9.5,1,170
9.5595,9.5,2,148
9.2185,9.5,1,195
9.0664,9.5,2,185
9.1103,9.5,1,164
9.2185,9.5,1,195
9.7608,9.5,2,195
9.8986,9.5,2,166
9.9918,9.5,1,190
9.3099,9.5,1,144
9.6903,9.5,2,162
9.6522,9.5,1,122
9.2797,9.5,2,149
9.2797,9.5,2,149
9.447,9.5,1,177
9.1046,9.5,2,160
9.6239,9.5,2,154
9.2185,9.5,1,195
9.9616,9.5,1,147
9.8165,9.5,1,180
9.9424,9.5,1,155
9.6276,9.5,1,188
9.4406,9.5,2,153
9.9836,9.5,1,173
9.5506,9.5,1,150
9.2021,9.5,1,196
9.7123,9.5,1,150
9.2981,9.5,2,179
9.2828,9.5,1,147
9.4386,9.5,2,128
9.2772,9.5,2,152
9.2661,9.5,2,138
9.3181,9.5,2,154
9.6606,9.5,1,166
9.8,9.5,1,176
9.3539,9.5,2,183
9.8536,9.5,2,181
9.4604,9.5,2,178
9.258,9.5,2,157
9.5646,9.5,2,152
9.2185,9.5,2,189
9.5745,9.5,1,182
9.7756,9.5,1,148
9.3922,9.5,1,143
9.8767,9.5,2,120
9.0789,9.5,1,153
9.8933,9.5,1,152
9.4906,9.5,1,149
9.0034,9.5,1,182
9.8631,9.5,2,171
9.0086,9.5,2,148
9.7496,9.5,1,188
9.447,9.5,1,177
9.4604,9.5,2,178
9.4059,9.5,2,167
9.3484,9.5,1,171
9.0226,9.5,1,176
9.4937,9.5,2,183
9.4633,9.5,2,182
9.5506,9.5,1,186
9.5234,9.5,1,167
9.8766,9.5,2,152
9.9425,9.5,2,188
9.6383,9.5,2,177
9.9535,9.5,2,169
9.2361,9.5,2,166
9.7808,9.5,2,161
9.2981,9.5,2,179
9.1177,9.5,2,173
9.614,9.5,2,135
9.4279,9.5,2,159
9.4961,9.5,1,185
9.0789,9.5,1,153
9.4249,9.5,2,156
9.5507,9.5,1,164
9.102,9.5,2,164
9.0443,9.5,2,154
9.8409,9.5,1,184
9.4256,9.5,2,173
9.1021,9.5,1,181
9.3975,9.5,1,155
9.2665,9.5,1,160
9.2168,9.5,1,160
9.6606,9.5,1,166
9.0744,9.5,2,128
9.6824,9.5,2,180
9.3539,9.5,2,183
9.2021,9.5,1,152
9.5223,9.5,1,197
9.2168,9.5,1,160
9.4057,9.5,1,184
9.5646,9.5,2,152
9.0434,9.5,2,138
9.7316,9.5,1,182
9.5506,9.5,1,150
9.3099,9.5,1,144
9.8737,9.5,1,195
9.3226,9.5,2,155
9.8714,9.5,2,182
9.3348,9.5,1,200
9.5977,9.5,1,143
9.0378,9.5,2,173
9.2185,9.5,2,181
9.143,9.5,1,194
9.6522,9.5,1,122
9.1046,9.5,2,160
9.4577,9.5,1,158
9.2194,9.5,1,143
9.0034,9.5,1,182
9.2185,9.5,2,178
9.7496,9.5,1,188
9.2009,9.5,2,153
9.1815,9.5,2,179
9.6126,9.5,2,129
9.614,9.5,2,135
9.3348,9.5,1,200
9.6493,9.5,2,190
9.0061,9.5,2,140
9.4769,9.5,1,149
9.5156,9.5,2,167
9.9534,9.5,1,196
9.9507,9.5,2,163
9.9616,9.5,1,147
9.5234,9.5,2,141
9.8852,9.5,2,136
9.641,9.5,2,166
9.1021,9.5,1,181
9.1729,9.5,2,183
9.696,9.5,1,139
9.258,9.5,2,157
9.6605,9.5,2,176
9.2185,9.5,2,178
9.9277,9.5,2,157
9.266,9.5,1,167
9.7998,9.5,2,177
9.4797,9.5,2,120
9.3484,9.5,1,171
9.9535,9.5,2,169
9.6465,9.5,2,167
9.0441,9.5,2,163
9.5703,9.5,1,156
9.2185,9.5,1,158
9.1815,9.5,1,134
9.8027,9.5,1,159
9.1073,9.5,2,178
9.0525,9.5,2,143
9.5417,9.5,2,171
9.8166,9.5,2,184
9.4937,9.5,2,183
9.8893,9.5,1,194
9.9342,9.5,2,89
9.3319,9.5,2,142
9.9837,9.5,2,180
9.8852,9.5,2,136
9.6465,9.5,2,167
9.9425,9.5,2,147
9.2185,9.5,2,156
9.8409,9.5,1,184
9.8519,9.5,1,158
9.9535,9.5,2,169
9.2185,9.5,2,186
9.176,9.5,1,192
9.2331,9.5,1,162
9.6523,9.5,2,124
9.0417,9.5,1,194
9.3567,9.5,1,170
9.5155,9.5,2,151
9.778,9.5,1,187
9.5043,9.5,2,165
9.6964,9.5,2,177
9.1894,9.5,2,155
9.6383,9.5,2,177
9.3319,9.5,2,142
9.4604,9.5,2,178
9.4633,9.5,2,182
9.2743,9.5,2,163
9.7123,9.5,1,150
9.7756,9.5,1,148
9.3099,9.5,1,144
9.8521,9.5,1,150
9.1103,9.5,1,164
9.3457,9.5,2,185
9.2963,9.5,2,167
9.6321,9.5,2,183
9.0488,9.5,1,160
9.5234,9.5,1,167
9.9616,9.5,1,147
9.1099,9.5,2,145
9.6059,9.5,2,168
9.9424,9.5,1,160
9.8128,9.5,1,152
9.9423,9.5,2,178
9.3319,9.5,2,142
9.0852,9.5,2,128
9.8878,9.5,2,179
9.0278,9.5,1,144
9.2185,9.5,2,181
9.4035,9.5,1,184
9.288,9.5,1,151
9.5644,9.5,1,196
9.5333,9.5,2,189
9.2225,9.5,1,166
9.8685,9.5,1,129
9.5507,9.5,1,164
9.4056,9.5,2,157
9.4406,9.5,2,153
9.5506,9.5,1,186
9.9837,9.5,2,180
9.4003,9.5,2,163
9.9687,9.5,1,182
9.5674,9.5,1,161
9.0471,9.5,2,163
9.4459,9.5,2,181
9.5974,9.5,2,176
9.5156,9.5,2,167
9.5674,9.5,1,161
9.3484,9.5,1,171
9.6249,9.5,1,158
9.0857,9.5,1,137
9.447,9.5,1,177
9.8027,9.5,1,159
9.02,9.5,2,161
9.9634,9.5,2,179
9.3445,9.5,1,144
9.4797,9.5,2,120
9.7455,9.5,1,189
9.4004,9.5,2,173
9.8767,9.5,2,120
9.0335,9.5,2,183
9.4004,9.5,2,173
9.0441,9.5,2,163
9.9507,9.5,2,163
9.3021,9.5,2,135
9.1214,9.5,1,144
9.6194,9.5,1,126
9.4459,9.5,2,181
9.3787,9.5,2,176
9.2168,9.5,1,160
9.3021,9.5,2,135
9.2185,9.5,1,153
9.3317,9.5,2,165
9.5415,9.5,1,171
9.8386,9.5,2,181
9.5918,9.5,1,123
9.6383,9.5,2,177
9.8878,9.5,2,179
9.0061,9.5,2,140
9.2361,9.5,2,163
9.255,9.5,2,133
9.7428,9.5,1,168
9.5155,9.5,1,183
9.2331,9.5,1,162
9.3372,9.5,1,170
9.5672,9.5,2,125
9.102,9.5,2,164
9.1786,9.5,2,171
9.8686,9.5,2,135
9.0032,9.5,2,164
9.3457,9.5,2,185
9.614,9.5,2,135
9.3226,9.5,2,155
9.447,9.5,1,177
9.8852,9.5,2,136
9.2033,9.5,2,169
9.8521,9.5,1,150
9.2442,9.5,1,97
9.8046,9.5,2,155
9.3483,9.5,2,182
9.0062,9.5,1,161
9.9059,9.5,1,182
9.2185,9.5,1,163
9.1103,9.5,1,164
9.3317,9.5,2,165
9.7756,9.5,1,148
9.3445,9.5,1,144
9.2185,9.5,1,163
9.0278,9.5,2,130
9.0278,9.5,1,144
9.8893,9.5,1,194
9.4797,9.5,2,120
9.9998,9.5,1,147
9.0004,9.5,2,182
9.5046,9.5,1,138
9.9424,9.5,1,155
9.8675,9.5,1,188
9.0524,9.5,2,183
9.6239,9.5,2,154
9.5935,9.5,1,189
9.9616,9.5,1,147
9.6321,9.5,2,183
9.0366,9.5,2,178
9.6383,9.5,2,177
9.0061,9.5,2,140
13.7189,10.5,2,117
10.4351,10.5,2,160
10.0548,10.5,2,180
10.7174,10.5,1,192
10.6574,10.5,2,198
10.0386,10.5,2,187
10.6339,10.5,1,166
10.7638,10.5,1,158
10.7845,10.5,2,195
10.3944,10.5,1,185
10.7224,10.5,1,183
10.9745,10.5,1,177
10.5226,10.5,1,186
10.742,10.5,2,185
10.2412,10.5,2,176
10.4027,10.5,2,173
10.0027,10.5,1,147
10.4506,10.5,2,192
10.6406,10.5,1,203
10.5143,10.5,2,156
10.6707,10.5,1,195
10.3067,10.5,1,181
10.7764,10.5,2,163
10.8378,10.5,1,179
10.654,10.5,1,166
10.4355,10.5,2,198
10.0219,10.5,2,162
10.9307,10.5,1,181
10.5887,10.5,1,168
10.3067,10.5,1,181
10.0819,10.5,2,160
10.7845,10.5,2,195
10.2494,10.5,1,170
10.0327,10.5,2,139
10.1645,10.5,1,186
10.5972,10.5,2,147
10.0027,10.5,1,147
10.5585,10.5,2,186
10.43,10.5,2,182
10.9826,10.5,2,189
10.3671,10.5,1,163
10.6574,10.5,2,198
10.5831,10.5,2,182
10.9745,10.5,1,177
10.5966,10.5,2,153
10.3697,10.5,1,187
10.1344,10.5,2,179
10.3479,10.5,2,180
10.6709,10.5,1,197
10.5392,10.5,1,171
10.3969,10.5,1,160
10.3616,10.5,2,187
10.1151,10.5,2,150
10.1987,10.5,1,155
10.7719,10.5,2,187
10.9229,10.5,1,197
10.0153,10.5,2,189
10.9745,10.5,1,177
10.6762,10.5,1,168
10.5119,10.5,1,124
10.6217,10.5,1,170
10.6709,10.5,1,197
10.6841,10.5,2,187
10.5026,10.5,1,182
10.5094,10.5,1,190
10.2986,10.5,1,169
10.1398,10.5,1,174
10.6421,10.5,1,172
10.1222,10.5,1,183
10.1998,10.5,1,172
10.331,10.5,2,142
10.9996,10.5,1,195
10.7724,10.5,2,190
10.8324,10.5,2,176
10.6406,10.5,1,173
10.9201,10.5,2,199
10.575,10.5,1,201
10.4112,10.5,2,153
10.0327,10.5,2,139
10.331,10.5,2,142
10.041,10.5,2,173
10.8268,10.5,1,167
10.2684,10.5,2,182
10.3119,10.5,2,174
10.0153,10.5,1,180
10.092,10.5,1,196
10.9005,10.5,2,189
10.946,10.5,1,159
10.2078,10.5,1,177
10.5972,10.5,2,147
10.7638,10.5,1,158
10.452,10.5,2,201
10.5777,10.5,2,167
10.3424,10.5,1,167
10.07,10.5,2,167
10.4788,10.5,2,145
13.7189,10.5,2,117
10.3397,10.5,1,184
10.742,10.5,2,185
10.2891,10.5,1,187
10.5069,10.5,2,183
10.9337,10.5,1,188
10.1138,10.5,1,150
10.2124,10.5,1,192
10.7256,10.5,1,194
10.9307,10.5,1,181
10.5972,10.5,2,147
10.3602,10.5,1,188
10.1969,10.5,1,176
10.7736,10.5,2,191
10.8104,10.5,2,192
10.0327,10.5,2,139
10.9746,10.5,2,167
10.9446,10.5,1,195
10.3505,10.5,2,142
10.2052,10.5,2,176
10.6574,10.5,2,198
10.7256,10.5,1,194
10.5309,10.5,2,173
10.2765,10.5,2,122
10.2547,10.5,2,143
10.1479,10.5,2,168
10.6188,10.5,1,149
10.0905,10.5,1,182
10.8269,10.5,2,175
10.3028,10.5,1,179
10.5664,10.5,2,166
10.331,10.5,2,142
10.2124,10.5,2,171
10.6406,10.5,1,203
10.1303,10.5,1,185
10.2137,10.5,2,184
10.4506,10.5,2,192
10.5777,10.5,2,167
10.4572,10.5,2,158
10.5972,10.5,2,147
10.1111,10.5,1,196
10.0219,10.5,2,162
10.1645,10.5,1,186
10.8274,10.5,2,181
10.9003,10.5,1,161
10.0931,10.5,2,161
10.6786,10.5,1,188
10.564,10.5,1,137
10.3602,10.5,1,188
10.6188,10.5,1,149
10.6406,10.5,1,173
10.1481,10.5,1,173
10.569,10.5,2,184
10.3356,10.5,2,180
10.3067,10.5,1,181
10.0355,10.5,1,156
10.865,10.5,2,180
10.4014,10.5,1,201
10.0437,10.5,2,167
10.9662,10.5,1,190
10.7119,10.5,1,179
10.2052,10.5,2,176
10.6707,10.5,1,195
10.3119,10.5,2,174
10.8374,10.5,1,174
10.096,10.5,1,191
10.3505,10.5,2,142
10.8073,10.5,1,154
10.2928,10.5,2,160
10.1645,10.5,1,186
10.2737,10.5,1,181
10.7719,10.5,2,187
10.5026,10.5,1,182
10.7283,10.5,2,185
10.9995,10.5,1,185
10.5887,10.5,2,184
10.882,10.5,2,185
10.4788,10.5,2,145
10.2329,10.5,1,175
10.9991,10.5,1,185
10.7913,10.5,1,170
10.865,10.5,2,180
10.0163,10.5,1,165
10.1621,10.5,2,193
10.4454,10.5,2,191
10.8621,10.5,1,153
10.0659,10.5,2,152
10.6406,10.5,1,173
10.2124,10.5,1,168
10.4351,10.5,2,160
10.9995,10.5,1,185
10.1645,10.5,1,186
10.2986,10.5,1,169
10.0098,10.5,1,154
10.553,10.5,1,165
10.1479,10.5,2,168
10.7586,10.5,2,128
10.2754,10.5,2,177
10.1221,10.5,1,177
10.3969,10.5,1,160
10.6898,10.5,1,169
10.8365,10.5,1,189
10.7736,10.5,2,191
10.4983,10.5,1,192
10.6846,10.5,1,188
10.1398,10.5,1,174
10.8818,10.5,1,193
10.5777,10.5,2,167
10.7638,10.5,1,158
10.0112,10.5,1,151
10.9585,10.5,2,181
10.0248,10.5,2,191
10.4109,10.5,1,164
10.2124,10.5,1,168
10.6211,10.5,1,185
10.2959,10.5,2,158
10.8365,10.5,1,189
10.0521,10.5,1,160
10.1012,10.5,2,164
10.2275,10.5,2,188
10.0437,10.5,2,167
10.2273,10.5,1,162
10.496,10.5,2,182
10.1998,10.5,1,172
10.7389,10.5,1,181
10.2547,10.5,2,143
10.467,10.5,2,154
10.331,10.5,2,142
10.3368,10.5,1,192
10.6217,10.5,1,170
10.8188,10.5,1,172
10.496,10.5,2,182
10.9337,10.5,1,188
10.8981,10.5,1,169
10.1784,10.5,2,162
10.3859,10.5,1,185
10.0905,10.5,1,182
10.8844,10.5,1,156
10.0711,10.5,1,178
10.9662,10.5,1,190
10.2273,10.5,1,162
10.9857,10.5,1,182
10.1369,10.5,1,151
10.9433,10.5,2,173
10.7638,10.5,1,158
10.739,10.5,1,187
10.8374,10.5,1,174
10.0854,10.5,2,176
10.2493,10.5,2,169
10.2124,10.5,1,192
10.4324,10.5,2,191
10.4109,10.5,1,164
10.5887,10.5,2,184
10.0219,10.5,2,162
10.2891,10.5,1,199
10.6406,10.5,1,146
10.1669,10.5,1,171
13.7189,10.5,2,117
10.8434,10.5,2,178
10.8378,10.5,1,179
10.4112,10.5,2,153
10.6406,10.5,1,203
10.7119,10.5,1,179
10.3342,10.5,2,191
10.2891,10.5,1,187
10.4683,10.5,1,180
10.1013,10.5,1,152
10.1142,10.5,1,139
10.0905,10.5,1,182
10.7913,10.5,1,170
10.5856,10.5,1,184
10.3342,10.5,2,191
10.4288,10.5,2,163
10.5609,10.5,2,199
10.6218,10.5,2,179
10.6406,10.5,1,173
10.2851,10.5,2,152
10.5609,10.5,2,199
10.2959,10.5,2,158
10.5751,10.5,2,195
10.5309,10.5,2,173
10.0248,10.5,2,191
10.1314,10.5,2,173
10.4166,10.5,2,198
10.6242,10.5,2,163
10.0153,10.5,2,189
10.2684,10.5,2,182
10.9826,10.5,2,189
10.5664,10.5,2,166
10.8705,10.5,1,195
10.739,10.5,1,187
10.7724,10.5,2,190
10.6709,10.5,1,197
10.134,10.5,2,171
10.9745,10.5,1,177
10.2493,10.5,2,169
10.4794,10.5,2,161
10.7611,10.5,2,195
10.2273,10.5,1,162
10.7938,10.5,2,167
10.9584,10.5,1,196
10.1784,10.5,2,162
10.1561,10.5,2,180
10.0219,10.5,2,162
10.6217,10.5,1,170
10.4324,10.5,2,191
10.8434,10.5,2,178
10.0137,10.5,2,184
10.8274,10.5,2,181
10.8431,10.5,2,176
10.9201,10.5,2,199
10.8319,10.5,1,171
10.0454,10.5,2,172
10.452,10.5,2,201
10.6627,10.5,2,182
10.2105,10.5,1,173
10.2329,10.5,2,180
10.8319,10.5,1,171
10.9826,10.5,2,175
10.1344,10.5,2,179
10.4112,10.5,2,153
10.6683,10.5,1,199
10.7736,10.5,2,191
10.6218,10.5,2,179
10.342,10.5,1,144
10.6406,10.5,1,203
10.1946,10.5,1,165
10.7519,10.5,2,181
10.5363,10.5,1,164
10.7119,10.5,1,179
10.3451,10.5,2,185
10.5226,10.5,1,186
10.5367,10.5,2,152
10.4112,10.5,2,153
10.8705,10.5,1,195
10.6339,10.5,1,166
10.8431,10.5,2,176
10.6841,10.5,2,187
10.9746,10.5,1,129
10.946,10.5,1,159
10.2959,10.5,2,158
10.2078,10.5,1,177
10.0217,10.5,2,180
10.46,10.5,1,181
10.5419,10.5,1,194
10.0755,10.5,1,194
10.0331,10.5,1,184
10.5888,10.5,1,184
10.4763,10.5,1,188
10.9845,10.5,1,168
10.2684,10.5,2,182
10.0711,10.5,1,178
10.5146,10.5,1,131
10.5367,10.5,2,152
10.6322,10.5,2,191
10.2136,10.5,1,193
10.2754,10.5,2,177
10.2713,10.5,1,158
10.2124,10.5,1,194
10.5143,10.5,2,156
10.5664,10.5,2,166
10.2124,10.5,2,171
10.6157,10.5,1,157
10.6051,10.5,1,83
10.7338,10.5,2,172
10.3972,10.5,2,177
10.5092,10.5,2,162
10.1314,10.5,2,173
10.2737,10.5,1,181
10.0327,10.5,1,176
10.6051,10.5,1,83
10.208,10.5,2,153
10.5609,10.5,2,199
10.6846,10.5,1,188
10.7197,10.5,2,201
10.4764,10.5,1,176
10.846,10.5,1,184
10.1621,10.5,2,193
10.7174,10.5,1,192
10.5309,10.5,2,173
10.7119,10.5,1,179
10.4763,10.5,1,193
10.3397,10.5,1,184
10.4599,10.5,2,174
10.3479,10.5,2,180
10.946,10.5,1,159
10.5585,10.5,2,186
10.7845,10.5,2,195
10.7586,10.5,2,128
10.4288,10.5,2,163
10.2082,10.5,2,136
10.6051,10.5,1,83
10.7389,10.5,1,181
10.8431,10.5,2,176
10.7389,10.5,1,181
10.2124,10.5,2,157
10.7775,10.5,2,190
10.4188,10.5,2,148
10.8844,10.5,1,156
10.846,10.5,1,184
10.8613,10.5,2,157
10.5929,10.5,2,173
10.9005,10.5,2,189
10.5856,10.5,1,184
11.1443,11.5,1,192
11.9383,11.5,2,163
11.74,11.5,1,202
11.5275,11.5,1,183
11.6842,11.5,2,196
11.9318,11.5,2,203
11.9985,11.5,2,191
11.1828,11.5,2,178
11.7109,11.5,2,160
11.6333,11.5,2,168
11.8094,11.5,2,183
11.7711,11.5,2,153
11.2434,11.5,2,185
11.5993,11.5,2,189
11.7102,11.5,1,151
11.6808,11.5,1,188
11.2839,11.5,1,195
11.12,11.5,2,172
11.0158,11.5,2,156
11.509,11.5,2,183
11.4676,11.5,2,198
11.5539,11.5,2,202
11.8413,11.5,1,205
11.5658,11.5,1,188
11.6773,11.5,1,180
11.951,11.5,1,168
11.6648,11.5,2,144
11.785,11.5,2,200
11.4399,11.5,1,126
11.9414,11.5,2,190
11.9273,11.5,1,187
11.6744,11.5,1,185
11.2046,11.5,1,196
11.7346,11.5,1,186
11.8413,11.5,1,205
11.3058,11.5,1,155
11.834,11.5,1,149
11.2079,11.5,2,199
11.8769,11.5,1,138
11.7236,11.5,1,198
11.4047,11.5,1,184
11.0694,11.5,2,192
11.3624,11.5,2,176
11.8673,11.5,2,206
11.6636,11.5,2,173
11.7373,11.5,2,190
11.8233,11.5,1,164
11.4234,11.5,1,173
